小米 红米5 Plus 全面屏拍照手机 4GB+64GB 金色 全网通4G手机 双卡双待,999.00,90万+
魅族 V8 全面屏手机 3GB+32GB 磨砂黑 全网通移动联通电信4G手机 双卡双待,699.00,1.4万+
锤子（smartisan） 坚果 R1 8G+128GB 碳黑色 全面屏双摄  全网通4G手机 双卡双待  游戏手机,2999.00,5.3万+
OPPO A5 全面屏拍照手机 4GB+64GB 幻镜粉 全网通 移动联通电信4G 双卡双待手机,1499.00,7.5万+
vivo X23全息幻彩版 6GB+128GB 北极晨曦 水滴屏全面屏 游戏手机 移动联通电信全网通4G手机,2798.00,2.2万+
守护宝（上海中兴）F888  直板 按键 超长待机 三防老人手机 双卡双待 黑色 2G移动/联通版,178.00,10万+
联想K5 Note 4GB+64GB 极地黑 6英寸全面屏双摄 3760mAh大电池 全网通4G手机 双卡双待,748.00,2.6万+
360手机 N7 全网通 6GB+64GB 石墨黑 移动联通电信4G手机 双卡双待 全面屏 游戏手机,1299.00,14万+
努比亚 nubia X 双面屏 深空灰 8GB+128GB 全网通 移动联通电信4G手机 双卡双待,3699.00,1万+
华为畅享8e 全面屏后置双摄 3G+32G 金色 全网通版 移动联通电信4G手机 双卡双待,899.00,5.7万+
努比亚 nubia 红魔 全面屏 游戏手机 8GB+128GB 烈焰红 移动联通电信4G手机 双卡双待,2499.00,4.2万+
努比亚（nubia）Z17S 全面屏 游戏手机 黑金 6GB+64GB 全网通 移动联通电信4G手机 双卡双待,1999.00,3.4万+
华为（HUAWEI） 荣耀Play手机 幻夜黑 全网通6G+128G尊享版,1868.00,1.2万+
三星 Galaxy A9 Star lite（SM-A6050）4GB+64GB版 夜空黑 移动联通电信4G手机 双卡双待,1499.00,1.3万+
vivo 【直降100 】Z3 高通骁龙处理器 水滴全面屏 双摄拍照 游戏手机 星夜黑 6GB  64GB,1798.00,1.7万+
8848 钛金手机M3尊享版智能商务手机全网通4G双卡双待,4999.00,6600+
HUAWEI  华为畅享9  3GB+32GB 幻夜黑 高清珍珠屏 AI长续航 全网通标配版 移动联通电信4G手机,999.00,300+
vivo Y73 全面屏 大屏拍照 骁龙八核 双卡双待 4G全网通 官方正品 智能手机 香槟金 3GB 32GB,799.00,1.1万+
诺基亚 NOKIA 8110 移动联通4G手机 黑色 直板按键  双卡双待 经典复刻 炫酷滑盖 4G热点备用功能机,499.00,3.9万+
三星 Galaxy Note9（SM-N9600）6GB+128GB 寒霜蓝 移动联通电信4G游戏手机 双卡双待,6949.00,1.5万+
飞利浦 PHILIPS E256S 陨石黑 双屏翻盖 大屏大字 长待机 移动联通2G 双卡双待 老人手机 学生备用功能机,299.00,1.3万+
Apple 苹果 iPhone Xs 手机 金色 全网通 64GB,7858.00,9200+
爱心东东小米（MI） 红米6 Pro 手机 曜石黑 全网通 4G+64G,1016.00,2万+
华为 HUAWEI Mate 10 6GB+128GB 香槟金 移动联通电信4G手机 双卡双待,3399.00,31万+
【预约版】三星 Galaxy A8s（SM-G8870） 黑瞳全视屏手机6GB+128GB 极光黑 全网通4G 双卡双待,9999.00,0
三星 Galaxy Note8（SM-N9500）6GB+128GB 旷野灰 移动联通电信4G 游戏手机 双卡双待,4699.00,3.7万+
联想K5 Pro 6GB+128GB 格调黑 千元影霸 1600万AI四摄 4050mAh大电池 全网通4G手机 双卡双待,1198.00,1.1万+
三星 Galaxy A6s (SM-G6200) 全面屏 性价比智能手机 6GB+64GB 撒浪黑 全网通4G 双卡双待,1799.00,5800+
vivo 【直降100】 Y83 4+32GB 全面屏手机 双卡双待 美颜拍照 大屏智能手机 极夜黑,999.00,1.1万+
飞利浦（PHILIPS） E316 深宝蓝 大屏超长待机 直板按键  移动联通2G 双卡双待 老人手机 学生备用功能机,238.00,11万+
OPPO 【3期免息】K1 首款屏下指纹水滴屏手机 4G+64G版 梵星蓝,1599.00,2.5万+
飞利浦（PHILIPS）E171L 相思红 直板按键 移动联通 老人手机 老年功能机,198.00,3.6万+
三星 Galaxy S8（SM-G9500）4GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待,3499.00,9.6万+
魅族 X8 准旗舰游戏拍照手机 4GB+64GB 亮黑 全网通移动联通电信4G手机 双卡双待,1498.00,1.2万+
酷派 B770 2GB+16GB 金色 移动4G手机 双卡双待,299.00,7.9万+
OPPO A5 全面屏拍照手机 3GB+64GB 幻镜蓝 全网通 移动联通电信4G 双卡双待手机,1299.00,1.7万+
Apple 苹果 iPhone Xs Max 手机 金色 全网通 256GB,9958.00,9600+
三星 Galaxy S9+（SM-G9650/DS）6GB+128GB 冰蓝 移动联通电信4G 游戏手机 双卡双待,6448.00,5.3万+
华为 Mate 9 Pro 6GB+128GB版 玫瑰金 移动联通电信4G手机 双卡双待,2799.00,10万+
三星 Galaxy A9 Star（SM-G8850）4GB+64GB版 极夜黑 移动联通电信4G手机 双卡双待,2199.00,8000+
vivo Y73 全面屏 大屏拍照 骁龙八核 双卡双待 4G全网通 官方正品 智能手机 磨砂黑 3GB 32GB,799.00,1.1万+
爱心东东华为（HUAWEI） 华为Mate20 Pro 手机 亮黑色 全网通8GB+128GB(UD版 屏幕指纹),6788.00,2200+
华为（HUAWEI） 荣耀 畅玩7 智能老人手机 金色 全网通(2G+16G),475.00,1万+
vivo 【20日0点直降100】Z1新一代全面屏 双摄拍照 4G全网通 4G+64G大内存手机 极光特别版,1398.00,4.2万+
vivo【20日0点直降200】Z1新一代全面屏 双摄拍照 4G全网通 6GB+64GB大内存手机 极光特别版,1598.00,2.1万+
华为（HUAWEI） mate20pro手机 亮黑色 8G+128G 全网通（UD屏内指纹版）,6688.00,4300+
爱心东东华为（HUAWEI） 荣耀10 GT游戏手机 幻影蓝 全网通6GB+128GB尊享版,2245.00,1.1万+
华为（HUAWEI） 荣耀畅玩7 全面屏 智能老人手机 蓝色 全网通（2G+16G）,488.00,1.6万+
联想Z5s 4GB+64GB 骁龙710 星夜灰 后置AI变焦三摄 6.3英寸水滴屏 靓彩渐变玻璃机身 全网通4G手机 双卡双待,1398.00,0
Apple 苹果 iPhone Xr 手机 黑色 全网通 128G,6378.00,4300+
OPPO A1 全面屏拍照手机 3GB+32GB 深海蓝 全网通 移动联通电信4G 双卡双待手机,999.00,6.9万+
华为（HUAWEI） 荣耀畅玩7 2GB+16GB 全网通 全面屏智能老人手机 蓝色,479.00,4000+
Apple 苹果 iPhone XR 手机 全网通4G手机 黑色 128GB,6378.00,6000+
三星 Galaxy A9s (SM-A9200) 后置四摄 Bixby 全面屏手机6GB+128GB 鱼子黑 全网通4G 双卡双待,3499.00,2700+
Apple 苹果 iPhone Xs 移动联通电信4G手机 金色 64GB,7838.00,8900+
努比亚nubia Z17miniS 小牛8 黑金 6GB+64GB 全网通 移动联通电信4G手机 双卡双待,1099.00,5.7万+
荣耀8X 千元屏霸 91%屏占比 2000万AI双摄 4GB+64GB 幻夜黑 移动联通电信4G全面屏手机 双卡双待,1399.00,69万+
魅族 Note8 全面屏手机 4GB+32GB 曜黑 全网通移动联通电信4G手机 双卡双待,999.00,1.2万+
爱心东东小米（MI） 红米6A 老人手机 流沙金 2GB+16GB全网通,508.00,2.8万+
华为 HUAWEI 麦芒7 6G+64G 亮黑色 全网通  前置智慧双摄  移动联通电信4G手机 双卡双待,2199.00,1.2万+
Apple 苹果 iPhone Xs 移动联通电信4G手机 金色 64GB,7838.00,8900+
努比亚nubia Z17miniS 小牛8 黑金 6GB+64GB 全网通 移动联通电信4G手机 双卡双待,1099.00,5.7万+
魅族 Note8 全面屏手机 4GB+32GB 曜黑 全网通移动联通电信4G手机 双卡双待,999.00,1.2万+
爱心东东小米（MI） 红米6A 老人手机 流沙金 2GB+16GB全网通,508.00,2.8万+
vivo Y73 3GB+32GB 香槟金 大屏大内存全面屏手机 移动联通电信全网通4G手机,799.00,3.6万+
华为 HUAWEI 麦芒7 6G+64G 亮黑色 全网通  前置智慧双摄  移动联通电信4G手机 双卡双待,2199.00,1.2万+
爱心东东Apple 苹果5s  iPhone 5s (A1530) 4英寸 移动联通双4G手机 金色 官方标配 16G,1189.00,1.7万+
华为（HUAWEI） 荣耀9i手机 魅海蓝 4GB+64GB全网通,1059.00,9800+
纽曼（Newman） V98 全网通老人手机 移动联通电信 三防老年机 三卡三待军工电霸超长待机 橙色,299.00,8000+
爱心东东华为（HUAWEI） 荣耀 畅玩7 全网通4G手机 金色 全网通(2+16G),468.00,3800+
ROG游戏手机 8GB+128GB 骁龙845 液冷散热 全面屏 全网通4G双卡双待,5999.00,5800+
爱心东东飞利浦（PHILIPS） E151Y 电信版天翼直板老人手机 超长待机老年手机 学生备用功能机 陨石黑,198.00,2.9万+
华为（HUAWEI） 荣耀10手机GT游戏加速 幻影蓝 全网通6G+128G尊享版,2235.00,1.4万+
爱心东东Apple 苹果6  iPhone6手机 金色 全网通标配 32GB,2377.00,2.2万+
飞利浦（PHILIPS）E135X 炫舞红 超长待机 移动联通 翻盖老人手机 老年机,298.00,1.5万+
OPPO K1 首款千元屏下指纹解锁手机 6.4英寸水滴屏 新品手机 全网通 双卡双待 梵星蓝 4G+64G,1599.00,7500+
OPPO K1手机 【分期免息】 骁龙660 双卡双待 游戏手机 梵星蓝 6G+64G 双卡双待,1799.00,5200+
爱心东东小米（MI） 小米MIX3 滑盖游戏手机 黑色 全网通8GB+128GB,3528.00,1700+
爱心东东OPPO R17【直降400元仅2799起+6期免息】幻色渐变128G手机屏幕指纹解锁游戏拍照全网通 R17 流光蓝(8G+128G),3199.00,7300+
爱心东东多亲（QIN） Qin 1s AI功能电话 智能语音红外遥控老人手机双卡双待 移动联通4G手机 小爱 铁灰色,369.00,6600+
Apple 苹果 iPhone 6s Plus 4G手机 玫瑰金 全网通 32GB,2678.00,3.1万+
Apple 苹果  iPhone X 全面屏手机 深空灰色 全网通 64GB,6218.00,4.2万+
努比亚 nubia Z18mini 全面屏手机  6GB+64GB 耀钻黑 移动联通电信4G手机 双卡双待,1499.00,2.2万+
飞利浦（PHILIPS）E133X 陨石黑 电信CDMA 老人手机 直板按键 超长待机 学生功能备用机,238.00,4.3万+
联想S5 Pro GT 6GB+64GB 晶耀黑 2000万AI四摄 偶像级自拍 光学变焦 全网通4G手机 双卡双待,1298.00,0
天语（K-TOUCH）T2 移动/联通2G 直板按键 双卡双待 老人手机 学生备用功能机 红色,89.00,24万+
爱心东东华为（HUAWEI） 荣耀7C 畅玩7C 手机 极光蓝 全网通3GB+32GB,728.00,1.3万+
Meitu 美图M8s 芭比粉 4GB+64GB 自拍 云美化 夜景美化 智能 正品 手机 电影人像 4G全网通,1299.00,2.6万+
爱心东东华为（HUAWEI） 华为Mate20 Pro 手机 亮黑色 全网通(8G+128G)(UD版 屏内解锁),6678.00,1700+
小米（MI） 小米6x 手机 曜石黑 全网通(6G+64G),1315.00,1.7万+
天语（K-TOUCH）T3 直板 按键 超长待机 三防老人手机 双卡双待 2G移动/联通版 黑色,158.00,6.4万+
OPPO OPPO A7x 全面屏拍照手机 4GB+128GB 星空紫 全网通 移动联通电信4G 双卡双待手机,1999.00,1.3万+
天语（K-Touch） X11 手机 全网通4G 移动联通电信 智能手机 指纹解锁一体机 （2GB+16GB）曜石黑,478.00,4900+
朵唯（DOOV） V11 移动联通双4G智能手机超薄老人4G手机 学生女性大屏大字超薄老年智能手机 星光金 1G+16G,288.00,4300+
华为（HUAWEI） 畅享8e 移动联通电信全网通4G 全面屏智能手机 双卡双待 黑色 (3G RAM+32G ROM),799.00,1400+
守护宝（上海中兴）L660 典雅红 双屏翻盖 大屏大字 超长待机 移动联通2G 双卡双待 老人手机 学生备用功能机,199.00,8.4万+
vivo 【新品上市】 Z1青春版 新一代全面屏AI双摄拍照 4G全网通 双卡双待智能手机 极光色 4GB 32GB,1098.00,2100+
华为（HUAWEI） 荣耀7A 畅玩7A 智能老人手机 铂光金(2G+32G) 标配,568.00,5200+
天语（K-TOUCH）Q21 移动/联通2G 直板按键 双卡双待 老人手机 学生备用功能机 金色,79.00,4.5万+
飞利浦 PHILIPS E259S 陨石黑 双屏翻盖 大屏大字 长待机 移动联通2G 双卡双待 老人手机 学生备用功能机,319.00,3800+
OPPO K1 首款千元屏下指纹解锁手机 6.4英寸水滴屏 新品手机 全网通 双卡双待 梵星蓝 4G+64G,1599.00,7500+
诺基亚 7 Plus (Nokia 7 Plus) 6GB+64GB 黑色 游戏手机 全网通 双卡双待 移动联通电信4G手机,1999.00,5.9万+
爱心东东尼凯恩（neken） EN3 电霸 移动/联通 双卡双待 老人手机 三防手机 深空黑,99.00,12万+
华为（HUAWEI） 荣耀9i手机 魅海蓝 全网通4G (4G+64G) 标配版+耳机,1075.00,9900+
OPPO 【3期免息】R15x 屏下指纹水滴全面屏 6G+128G手机 星云渐变色,2499.00,1400+
vivo 【直降300】X23 8+128GB 屏幕指纹 AI非凡摄影 水滴全面屏手机 魅影紫,3198.00,7000+
爱心东东OPPO R17【直降400元+6期免息+私人订制】屏下指纹 拍照游戏手机 全网通 流光蓝（6G+128G） 官方标配,2799.00,2900+
Meitu 美图T8s 烈焰红 4GB+128GB 美颜拍照 电影人像 夜间云美化 智能 移动4G+手机,1999.00,3.6万+
